@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,Nitrate-N,Nitrate as N,0117,"",11.9,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,pH,pH,0061,"",8.01,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,Temp Water,Temperature of Water,0076,"",5,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.082,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,Cond @ 25C,Conductivity at 25 C,0077,"",861,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",95.6,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",260,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,Nitrite-N,Nitrite as N,0118,"",0.069,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028555-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M09,AN-27M09,R.CAM A505 RD.BR. WHITLESFORD,2023-01-19T12:57:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00104,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),548700,247250
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,pH,pH,0061,"",7.78,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,Fe- Filt,"Iron, Dissolved",6460,"",80,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,Cond @ 25C,Conductivity at 25 C,0077,"",919,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-0235,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,Mg Filtered,"Magnesium, Dissolved",0235,"",5.9,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",0301,"",3.6,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",10.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,Temp Water,Temperature of Water,0076,"",5.7,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,Ca Filtered,"Calcium, Dissolved",0239,"",140,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028420-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M20,AN-27M20,SAWSTON SPRING STR. D/S OF STW OUTFALL,2023-01-18T11:20:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",85.1,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),546780,250709
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",99.5,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,NH3 un-ion,Ammonia un-ionised as N,0119,<,0.00035,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Cond @ 25C,Conductivity at 25 C,0077,"",798,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,pH,pH,0061,"",8.07,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",11,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",260,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Nitrite-N,Nitrite as N,0118,"",0.025,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Temp Water,Temperature of Water,0076,"",3.9,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.16,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028359-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M23,AN-27M23,R.CAM WHITTLESFORD,2023-01-18T11:40:00,Nitrate-N,Nitrate as N,0117,"",11,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),547700,248400
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,Ca Filtered,"Calcium, Dissolved",0239,"",130,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,pH,pH,0061,"",7.58,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",0301,"",6.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",9.31,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,Fe- Filt,"Iron, Dissolved",6460,"",110,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-0235,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,Mg Filtered,"Magnesium, Dissolved",0235,"",6.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,Temp Water,Temperature of Water,0076,"",7,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",76.8,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028468-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-27M41,AN-27M41,MADGATE SLADE HOME FM,2023-01-19T12:21:00,Cond @ 25C,Conductivity at 25 C,0077,"",1094,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),552310,238594
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.44,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,pH,pH,0061,"",8.01,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,NH3 un-ion,Ammonia un-ionised as N,0119,<,0.00029,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Temp Water,Temperature of Water,0076,"",1.3,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Nitrite-N,Nitrite as N,0118,"",0.0068,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Nitrate-N,Nitrate as N,0117,"",14,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",92.2,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",14,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",260,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028585-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-28M04,AN-28M04,R.GRANTA HILDERSHAM FORD,2023-01-23T10:53:00,Cond @ 25C,Conductivity at 25 C,0077,"",803,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),554500,248500
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028421-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M07,AN-30M07,R.RHEE HASLINGFIELD RD.BR.,2023-01-18T10:23:00,Nitrate-N,Nitrate as N,0117,"",17,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),541700,251100
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028421-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M07,AN-30M07,R.RHEE HASLINGFIELD RD.BR.,2023-01-18T10:23:00,BOD ATU,BOD : 5 Day ATU,0085,"",1.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),541700,251100
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028421-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M07,AN-30M07,R.RHEE HASLINGFIELD RD.BR.,2023-01-18T10:23:00,Temp Water,Temperature of Water,0076,"",3.1,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),541700,251100
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028421-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M07,AN-30M07,R.RHEE HASLINGFIELD RD.BR.,2023-01-18T10:23:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",90.1,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),541700,251100
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028421-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M07,AN-30M07,R.RHEE HASLINGFIELD RD.BR.,2023-01-18T10:23:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),541700,251100
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028421-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M07,AN-30M07,R.RHEE HASLINGFIELD RD.BR.,2023-01-18T10:23:00,Nitrite-N,Nitrite as N,0118,"",0.046,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),541700,251100
